[ItemPickupLog] [2025-08-02T20:07:30.4084133] Picked up GameItem{name=Casket, id=2714, amount=197} at Position{x=3217, y=3234, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:30.7027528] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:30.7027528] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:31.9024997] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:33.7077307] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:33.7087315] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:33.7097376] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:33.7097376] Picked up GameItem{name=Nature rune, id=561, amount=10} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:33.7097376] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:36.7290131] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:39.1411914] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:39.1411914] Picked up GameItem{name=Black sq shield, id=1179, amount=1} at Position{x=2282, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:39.1411914] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2282, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:39.1421879] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:39.1431903] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:39.1431903] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2283, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:40.346461] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1484138] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1484138] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1494168] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1494168] Picked up GameItem{name=Blood rune, id=565, amount=15} at Position{x=2280, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1494168] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2280, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1494168] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1504149] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1514165] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1514165] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1514165] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1524156] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1534151] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1534151] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1534151] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1534151] Picked up GameItem{name=Air rune, id=556, amount=35} at Position{x=2279, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:42.1544182] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2277, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:43.3504622] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:43.3504622] Picked up GameItem{name=Steel med helm, id=1141, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1537373] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1537373] Picked up GameItem{name=Earth rune, id=557, amount=30} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1537373] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1537373] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1547387] Picked up GameItem{name=Resource box, id=30000, amount=1} at Position{x=2281, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1547387] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1547387] Picked up GameItem{name=Nature rune, id=561, amount=10} at Position{x=2279, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1567419] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:45.1567419] Picked up GameItem{name=Air rune, id=556, amount=35} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:49.9728589] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:49.9728589] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:51.7739043] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:51.7749056] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:51.7749056] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:51.7769096] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:51.7769096] Picked up GameItem{name=Resource box, id=30000, amount=1} at Position{x=2278, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:51.777908] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:53.5855234] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:53.5855234] Picked up GameItem{name=Air rune, id=556, amount=35} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:53.5855234] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:53.5855234] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2279, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:54.7893733] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:54.7893733] Picked up GameItem{name=Earth rune, id=557, amount=30} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5936308] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5936308] Picked up GameItem{name=Air rune, id=556, amount=35} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5946311] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5956323] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5956323] Picked up GameItem{name=Steel kiteshield, id=1193, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5956323] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5956323] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:56.5956323] Picked up GameItem{name=Death rune, id=560, amount=10} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:58.3971299] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:58.3971299] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:58.3971299] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:29:58.3971299] Picked up GameItem{name=Grimy guam, id=199, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:00.8061873] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:00.8071916] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:00.8071916] Picked up GameItem{name=Steel kiteshield, id=1193, amount=1} at Position{x=2281, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:00.8071916] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:00.8081881] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:00.8081881] Picked up GameItem{name=Steel kiteshield, id=1193, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8209131] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8219131] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8219131] Picked up GameItem{name=Grimy ranarr, id=207, amount=1} at Position{x=2282, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8229146] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8229146] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2280, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8239152] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8239152] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8239152] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8249144] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8249144] Picked up GameItem{name=Earth rune, id=557, amount=30} at Position{x=2278, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8259153] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8259153] Picked up GameItem{name=Grimy marrentil, id=201, amount=1} at Position{x=2281, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:03.8279159] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2278, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:05.6315213] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:05.6315213] Picked up GameItem{name=Death rune, id=560, amount=10} at Position{x=2280, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:06.8303559] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:06.8313572] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:06.8313572] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2279, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:06.8313572] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:08.0330825] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:08.0330825] Picked up GameItem{name=Magic staff, id=1389, amount=1} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:08.0330825] Picked up GameItem{name=Iron arrow, id=884, amount=39} at Position{x=2282, y=4767, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:09.8404917] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:09.8414912] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:11.0447642] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:11.0447642] Picked up GameItem{name=Grimy tarromin, id=203, amount=1} at Position{x=2282, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4538216] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4548216] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2277, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4558219] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4558219] Picked up GameItem{name=Mossy key, id=22375, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4568226] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2279, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4568226] Picked up GameItem{name=Resource box, id=30000, amount=1} at Position{x=2279, y=4766, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4578231] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4588229] Picked up GameItem{name=Steel kiteshield, id=1193, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:30:13.4588229] Picked up GameItem{name=Grimy irit, id=209, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:33.0270078] Picked up GameItem{name=Uncut ruby, id=1620, amount=5} at Position{x=3340, y=3744, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:33.0270078] Picked up GameItem{name=Magic logs, id=1514, amount=25} at Position{x=3340, y=3744, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:40.247243] Picked up GameItem{name=Super restore(4), id=3024, amount=3} at Position{x=3341, y=3745, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:40.247243] Picked up GameItem{name=Magic logs, id=1514, amount=25} at Position{x=3341, y=3745, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:40.247243] Picked up GameItem{name=Dragon pickaxe, id=11920, amount=1} at Position{x=3341, y=3745, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:46.250279] Picked up GameItem{name=Uncut ruby, id=1620, amount=23} at Position{x=3339, y=3743, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:41:46.250279] Picked up GameItem{name=Mysterious emblem, id=12746, amount=1} at Position{x=3339, y=3743, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:42:00.6850547] Picked up GameItem{name=Uncut diamond, id=1618, amount=10} at Position{x=3339, y=3743, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:42:04.2948476] Picked up GameItem{name=Uncut diamond, id=1618, amount=22} at Position{x=3340, y=3744, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:42:04.2948476] Picked up GameItem{name=Death rune, id=560, amount=590} at Position{x=3340, y=3744, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:42:07.3140162] Picked up GameItem{name=Uncut diamond, id=1618, amount=18} at Position{x=3338, y=3742, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:42:07.3140162] Picked up GameItem{name=Rune 2h sword, id=1319, amount=1} at Position{x=3338, y=3742, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:42:07.3150161] Picked up GameItem{name=Dragon 2h sword, id=7158, amount=1} at Position{x=3338, y=3742, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:02.0568667] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3312, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:02.0568667] Picked up GameItem{name=Rune pickaxe, id=1275, amount=1} at Position{x=3312, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:02.0568667] Picked up GameItem{name=Chaos rune, id=562, amount=718} at Position{x=3312, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:06.2689401] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=3317, y=3845, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:06.2689401] Picked up GameItem{name=Death rune, id=560, amount=23} at Position{x=3317, y=3845, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:06.2689401] Picked up GameItem{name=Splitbark helm, id=3385, amount=1} at Position{x=3317, y=3845, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:08.091316] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:08.091316] Picked up GameItem{name=Rune 2h sword, id=1319, amount=1} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:08.091316] Picked up GameItem{name=Magic logs, id=1514, amount=385} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:13.504445] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3313, y=3841, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:13.504445] Picked up GameItem{name=Super restore(4), id=3024, amount=3} at Position{x=3313, y=3841, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:13.5054558] Picked up GameItem{name=Crushed nest, id=6694, amount=94} at Position{x=3313, y=3841, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:32.1645549] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3313, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:32.1645549] Picked up GameItem{name=Dark crab, id=11936, amount=8} at Position{x=3313, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:32.1645549] Picked up GameItem{name=Mysterious emblem, id=12746, amount=1} at Position{x=3313, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:32.1675577] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=3317, y=3846, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:32.1675577] Picked up GameItem{name=Death rune, id=560, amount=25} at Position{x=3317, y=3846, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:32.1675577] Picked up GameItem{name=Rune med helm, id=1147, amount=1} at Position{x=3317, y=3846, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:35.7718507] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3312, y=3838, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:35.7718507] Picked up GameItem{name=Chaos rune, id=562, amount=585} at Position{x=3312, y=3838, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:35.7718507] Picked up GameItem{name=Rune pouch, id=12791, amount=1} at Position{x=3312, y=3838, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:39.3806201] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3314, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:39.3806201] Picked up GameItem{name=Grimy toadflax, id=3050, amount=43} at Position{x=3314, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:43:39.38162] Picked up GameItem{name=Crystal key, id=989, amount=1} at Position{x=3314, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:10.8793213] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3312, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:10.8793213] Picked up GameItem{name=Super restore(4), id=3024, amount=3} at Position{x=3312, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:10.8793213] Picked up GameItem{name=Magic logs, id=1514, amount=112} at Position{x=3312, y=3840, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:13.2881959] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:13.2881959] Picked up GameItem{name=Dark crab, id=11936, amount=8} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:13.2891974] Picked up GameItem{name=Crushed nest, id=6694, amount=87} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:13.2891974] Picked up GameItem{name=Resource box, id=30002, amount=1} at Position{x=3311, y=3839, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:16.9006505] Picked up GameItem{name=Big bones, id=532, amount=1} at Position{x=3313, y=3841, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:16.9006505] Picked up GameItem{name=Dark crab, id=11936, amount=8} at Position{x=3313, y=3841, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:16.9006505] Picked up GameItem{name=Mysterious emblem, id=12746, amount=1} at Position{x=3313, y=3841, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:22.3311587] Picked up GameItem{name=Ashes, id=592, amount=1} at Position{x=3315, y=3842, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:22.3311587] Picked up GameItem{name=Steel full helm, id=1157, amount=1} at Position{x=3315, y=3842, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:22.3311587] Picked up GameItem{name=Splitbark body, id=3387, amount=1} at Position{x=3315, y=3842, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:30.7636327] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2676, y=3717, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:30.7636327] Picked up GameItem{name=Water rune, id=555, amount=449} at Position{x=2676, y=3717, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:30.7636327] Picked up GameItem{name=Shark, id=385, amount=1} at Position{x=2676, y=3717, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:31.9739077] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2670, y=3712, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:31.9739077] Picked up GameItem{name=Tinderbox, id=590, amount=1} at Position{x=2670, y=3712, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:31.9739077] Picked up GameItem{name=Nature rune, id=561, amount=8} at Position{x=2670, y=3712, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:34.9809759] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2679, y=3718, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:34.9819741] Picked up GameItem{name=Raw lobster, id=377, amount=1} at Position{x=2679, y=3718, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:34.9819741] Picked up GameItem{name=Lobster, id=379, amount=1} at Position{x=2679, y=3718, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:38.0083815] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2678, y=3718, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:38.0083815] Picked up GameItem{name=Monkfish, id=7946, amount=4} at Position{x=2678, y=3718, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:38.0083815] Picked up GameItem{name=Nature rune, id=561, amount=10} at Position{x=2678, y=3718, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0214472] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2681, y=3719, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0214472] Picked up GameItem{name=Raw anglerfish, id=13439, amount=4} at Position{x=2681, y=3719, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0214472] Picked up GameItem{name=Shark, id=385, amount=1} at Position{x=2681, y=3719, z=0}, owner mercy
